Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Length,TTL,Payload_Size,Anomaly_Score,Status,Reason,Confidence,Detection_Method
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1462.0,122.0,1396.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,86.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,477.0,122.0,411.0,0.4,Normal,High frequency from 172.217.136.169,,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1514.0,122.0,1448.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,10.52.12.119,172.217.136.169,65383.0,443.0,6.0,94.0,64.0,0.0,0.4,Normal,High frequency from 10.52.12.119,,
2025-11-04 15:06:26,172.217.136.169,10.52.12.119,443.0,65383.0,6.0,1514.0,122.0,1448.0,0.7,Suspicious,"Large packet size, High frequency from 172.217.136.169",,
